tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,periode_data
2018-10-01,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Bulak Turi Marunda,Bekasi,Bekasi,Kota Bekasi,0,0,2018-10-01
2018-10-01,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Pedaengan,Penggilingan,Cakung,Kota Administrasi Jakarta Timur,0,0,2018-10-01
2018-10-01,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Merpati Raya,Wijaya Kusuma,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,0,2018-10-01
2018-11-22,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,"Jl. Ahmad Yani, Tanah miring ( Samping Fly Over Jatinegara )",Pisangan Timur,Pulogadung,Kota Administrasi Jakarta Timur,0,0,2018-11-01
2018-11-22,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Alas tua semanan,semanan,Kalideres,Kota Administrasi Jakarta Barat,1,20000000,2018-11-01
2018-11-22,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,Jl. KH Zainul Arifin No.71,Duri Pulo,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-22,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Dukuh Pinggir,Kebon Melati,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-22,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl. Laut Banda,Duren Sawit,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-11-01
2018-11-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. kebon Kacang 9,Kebon Kacang,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,"JL. Hos Cokroaminoto, No..29",Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. Tugu Tani,Kebon Sirih,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,"Jl. Kramat Lontar Gg,2 Rw.01",Paseban,Senen,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. Kali sentiong,Paseban,Senen,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. Kebon kacang 30,Kebon Kacang,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Dekat gereja Katedral,Pasar Baru,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. kramat bunder,Kramat,Senen,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. Wahid Hasyim,Kampung Bali,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,"JLKebon kacang II No., 8A",Kebon Kacang,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-23,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. moch Ali IV,Tanah tinggi,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-23,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Karet Karya 2, No..22A - 22B",Karet Kuningan,Setiabudi,Kota Administrasi Jakarta Selatan,2,500000000,2018-11-01
2018-11-23,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Sekolah Assayifah,Cilangkap,Cipayung,Kota Administrasi Jakarta Timur,0,40000000,2018-11-01
2018-11-23,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl.Panggeran Jaya Karta,Jatinegara kaum,Pulogadung,Kota Administrasi Jakarta Timur,0,0,2018-11-01
2018-11-23,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl.Basuki Rahman ( Masdjid Attaqwa ),Pondok Bambu,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-11-01
2018-11-23,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl.Alu - Alu,Jatinegara kaum,Pulogadung,Kota Administrasi Jakarta Timur,0,0,2018-11-01
2018-11-23,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl.Cipinang Indah Kantor PTSI TIM 6,Pondok Bambu,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-11-01
2018-11-23,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Ampera Besar ( Samping Samsat ),Pademangan Barat,Pademangan,Kota Administrasi Jakarta Utara,0,350000000,2018-11-01
2018-11-23,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Kavling Polri B7/43 ( Bakso Botak ),Jelambar,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,0,2018-11-01
2018-11-23,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Flamboyan.Pulo Harapan Indah,Cengkareng Barat,Cengkareng,Kota Administrasi Jakarta Barat,0,300000000,2018-11-01
2018-11-23,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Raya Kali Bata Gg.Porti No..20,Rawajati,Pancoran,Kota Administrasi Jakarta Selatan,0,0,2018-11-01
2018-11-23,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Mardani Raya,Cempaka Putih Barat,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-23,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kapuk Utara II,Kapuk Muara,Penjaringan,Kota Administrasi Jakarta Utara,0,0,2018-11-01
2018-11-23,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kemang Utara 33,Bangka,Mampang Prapatan,Kota Administrasi Jakarta Selatan,0,0,2018-11-01
2018-11-23,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Tanah Merdeka No..21,Rambutan,Ciracas,Kota Administrasi Jakarta Timur,1,500000000,2018-11-01
2018-11-24,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Cempaka Baru Timur,Sumur Batu,Kemayoran,Kota Administrasi Jakarta Pusat,0,200000000,2018-11-01
2018-11-24,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Komplek Bea Cukai,Pondok Bambu,Duren Sawit,Kota Administrasi Jakarta Timur,0,1000000,2018-11-01
2018-11-24,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl.Pemuda Raya ( VEDROME ),Rawamangun,Pulogadung,Kota Administrasi Jakarta Timur,0,0,2018-11-01
2018-11-24,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Warakas I No..16,Warakas,Tanjung Priok,Kota Administrasi Jakarta Utara,1,20000000,2018-11-01
2018-11-24,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Pulau Tidung,Pulau Tidung,Kep. Seribu Selatan,Kota Administrasi Jakarta Utara,0,0,2018-11-01
2018-11-24,Penyelamatan,Pengendalian Hewan,Jakarta Siaga 112,"SD Nista Umum, Jl. Bahari II Gg. AB, No..111",Tanjung Priok,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,2018-11-01
2018-11-24,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl. Taman Gading Griya Lestari,Sukapura,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-11-01
2018-11-24,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Panarukan,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,600000,2018-11-01
2018-11-24,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pinang Ranti I,Pinang Ranti,Makasar,Kota Administrasi Jakarta Timur,0,10000000,2018-11-01
2018-11-24,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Komplek Perumahan Citra V Blok D2,Kalideres,Kalideres,Kota Administrasi Jakarta Barat,0,0,2018-11-01
2018-11-25,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Anggrek Garuda, D11",Kemanggisan,Palmerah,Kota Administrasi Jakarta Barat,0,0,2018-11-01
2018-11-25,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raden Saleh Raya (Menara By Kibar),Cikini,Menteng,Kota Administrasi Jakarta Pusat,0,5000000,2018-11-01
2018-11-25,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Muara Karang, L3S, No. 38",Pluit,Penjaringan,Kota Administrasi Jakarta Utara,0,0,2018-11-01
2018-11-25,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,J. Dukuh Pinggir 1,Kebon Melati,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-25,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Openjernihan I Karet Tengsin,Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-25,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,"Jl. Pintu Pertamina, Area Monas",Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-25,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Pintu 1 Senayan,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-25,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. M.H Thamrin,Kebon sirih,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-25,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Tugu Proklamasi,Pegangsaan,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-25,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Pantai ABC Ancol Taman Impian Jaya Ancol,Ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,2018-11-01
2018-11-25,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pengadegan V,Pangadegan,Pancoran,Kota Administrasi Jakarta Selatan,0,700000000,2018-11-01
2018-11-25,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kramat,Kebayoran Lama Utara,Kebayoran Lama,Kota Administrasi Jakarta Selatan,1,150000000,2018-11-01
2018-11-26,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.KS.Tubun 2 - 4,Kota Bambu Selatan,Palmerah,Kota Administrasi Jakarta Barat,0,0,2018-11-01
2018-11-26,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Telepon,Jl.Sagu,Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-11-01
2018-11-26,Penyelamatan,Pohon Tumbang,Petugas Instansi Lain,JL.RSUD Cengkareng,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,0,0,2018-11-01
2018-11-26,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Petugas Pemadam,Jl.Pesona IX,Kalisari,Pasar Rebo,Kota Administrasi Jakarta Timur,0,100000000,2018-11-01
2018-11-26,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Karyawan III,Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,250000000,2018-11-01
2018-11-26,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Tanah Sereal XVI No..21 A,Tanah Sereal,Tambora,Kota Administrasi Jakarta Barat,0,0,2018-11-01
2018-11-26,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Ampera Raya,Cilandak Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-11-01
2018-11-26,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Kramat Kwitang I No..89C,Kwitang,Senen,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-26,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Masyarakat Telepon,Jl.Batu Ceper No..63,Kebon Kelapa,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-26,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Cempaka Putih Tengah 14,Cempaka Putih Timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-13,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,"Jl. Dr, Sumarno ( Putaran Walikota Jakarta Timur )",Pulo Gebang,Cakung,Kota Administrasi Jakarta Timur,0,10000000,2018-11-01
2018-11-13,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Jati Rawamangun II,Jati,Pulogadung,Kota Administrasi Jakarta Timur,0,0,2018-11-01
2018-11-13,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Kemang Timur 5, No. 6",Duren Tiga,Pancoran,Kota Administrasi Jakarta Selatan,0,0,2018-11-01
2018-11-13,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Pejaten Raya, Gg Malinjo",Pejaten Barat,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,500000,2018-11-01
2018-11-13,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Masyarakat Datang,"Jl. Muara, Gg. Muara 1",Tanjung Barat,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-11-01
2018-11-13,Penyelamatan,Pengendalian Hewan,Jakarta Siaga 112,"Jl. Aseli Raya, No. 91F (Perum Grand Matoa), Blok. BB, No. 2",Cipedak,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-11-01
2018-11-13,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Malaka 1, Gg, 2",Rorotan,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-11-01
2018-11-13,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Warung Jati Barat, No. 49 (Pejaten Village)",Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,70000000,2018-11-01
2018-11-13,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Pintu Kuning Stadion GBK,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-14,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl.Buncit Raya,Kalibata,Pancoran,Kota Administrasi Jakarta Selatan,0,0,2018-11-01
2018-11-14,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Kelapa Sawit Raya Blok L ( Komplek Billymoon ),Pondok Kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,0,20000000,2018-11-01
2018-11-14,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Raya Cilincing No.45,Cilincing,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-11-01
2018-11-15,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Persatuan ( Depan PORMOS ),Pekayon,Pasar Rebo,Kota Administrasi Jakarta Timur,1,400000000,2018-11-01
2018-11-14,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Masyarakat Telepon,RS.Hermina,Gunung Sahari Selatan,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-14,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Tondanu,Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-15,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Petamburan IV,Petamburan,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-15,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Petugas Pemadam,Jl.Asrama Pemadam,Semper Barat,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-11-01
2018-11-15,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. Raya Condet No.5,Cililitan,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,2018-11-01
2018-11-15,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Inspeksi Cakung Drain Timur, No.1",Cakung Barat,Cakung,Kota Administrasi Jakarta Timur,0,100000000,2018-11-01
2018-11-15,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Tipar Cakung Gg. Salon,Sukapura,Cilincing,Kota Administrasi Jakarta Utara,5,40000000,2018-11-01
2018-11-15,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Sangaji Balikpapan,Petojo Utara,Gambir,Kota Administrasi Jakarta Pusat,1,15000000,2018-11-01
2018-11-15,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Salak Timur VII, No.5",Tanjung Duren Utara,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,0,2018-11-01
2018-11-15,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kepa Duri Mas Blok JJ No.12a & 12b,Duri Kepa,Kebun Jeruk,Kota Administrasi Jakarta Barat,1,800000000,2018-11-01
2018-11-15,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Lorong 2 Timur No.14,Koja,Koja,Kota Administrasi Jakarta Utara,0,0,2018-11-01
2018-11-15,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Kesehatan di belakang Pas pampres No.25,Petojo Utara,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-15,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl.Cempaka putih raya depan pom bensin,Cempaka Putih Timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,2018-11-01
2018-11-16,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Komplek Cibubur II, Jalan Gading Raya",Kelapa Dua Wetan,Ciracas,Kota Administrasi Jakarta Timur,0,0,2018-11-01
2018-11-16,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Raya Tipar Cakung, Gg. Bodong",Cakung Barat,Cakung,Kota Administrasi Jakarta Timur,0,0,2018-11-01
2018-11-16,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Kantor Kementrian Pertahanan, Jl. Medan Merdeka Barat",Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,1500000000,2018-11-01
2018-11-16,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raya Kebayoran lama (Fly Over Kebayoran),Kebayoran Lama Selatan,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,25000000,2018-11-01
2018-10-09,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Lodan Timur ( Taman Impian Jaya Ancol ) (Venue Bowling),Kelapa gading Timur,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-10-01
2018-10-09,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Lodan Timur No. 7 (Ecovention Hall Venue Table Tenis),Ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,2018-10-01
2018-10-09,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Yos Sudarso (Tanjung Priok Sport Hall),Kebon bawang,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,2018-10-01
2018-10-07,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Cut Meutia,Kebon Sirih,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-10-01
2018-10-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Gambir Expo Kemayoran,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-10-01
2018-10-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Lodan Timur No. 7 (Ecovention Hall Venue Table Tenis),Ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,2018-10-01
2018-10-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Yos Sudarso (Tanjung Priok Sport Hall),Kebon Bawang,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,2018-10-01
2018-10-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jalan Boulevard Raya Blok KGC ( Klub Kelapa Gading ),Kelapa gading Timur,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-10-01
2018-10-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Pintu Merah GBK Senayan,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-10-01
2018-10-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Wisma ATLET Kemayoran Tower 3,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-10-01
2018-10-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,GOR Cempaka Putih,Cempaka Putih Timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,2018-10-01
2018-10-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Lapangan Hoki GBK,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-10-01
2018-10-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Stadion Aquatics GBK,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-10-01
2018-10-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Zona Bin Bin,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-10-01
2018-10-10,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Petugas Pemadam,Jl. Raya Trunojoyo,Melawai,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,2018-10-01
2018-10-10,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Raya Suryo No.60,Rawa Barat,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,2018-10-01
2018-10-10,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kejaksaan No.61,Tangerang,Tangerang,Kota Tangerang,1,350000000,2018-10-01
2018-10-10,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Taman Mini 1,Pinang Ranti,Makasar,Kota Administrasi Jakarta Timur,0,30000000,2018-10-01
2018-10-10,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kamal Raya,Tegal Alur,Kalideres,Kota Administrasi Jakarta Barat,0,0,2018-10-01
2018-10-10,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raya Setu No.II,Setu,Cipayung,Kota Administrasi Jakarta Timur,0,150000000,2018-10-01
2018-10-10,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. KS. Tubun,Slipi,Palmerah,Kota Administrasi Jakarta Barat,0,50000000,2018-10-01
2018-10-10,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Laksda Yos Sudarso,Sunter Jaya,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,2018-10-01
2018-10-10,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl. Pendidikan II No.58,Cijantung,Pasar Rebo,Kota Administrasi Jakarta Timur,0,0,2018-10-01
2018-10-10,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Musholla Ainul Yakin,Kalibata,Pancoran,Kota Administrasi Jakarta Selatan,0,0,2018-10-01
2018-10-10,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Talang Betutu Ujung,Kebon Melati,Tanah Abang,Kota Administrasi Jakarta Pusat,0,500000,2018-10-01
2018-10-11,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Petugas Instansi Lain,Jl. Lebak Bulus III,Lebak Bulus,Cilandak,Kota Administrasi Jakarta Selatan,0,0,2018-10-01
2018-10-11,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Gading Kirana B;lok A7 No. 7,Kelapa gading Barat,Kelapa Gading,Kota Administrasi Jakarta Utara,1,5000000,2018-10-01
2018-10-11,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. Raya Impres No. 35 ( Dekat RSUD Kramat jati),Kampung Tengah,Kramat Jati,Kota Administrasi Jakarta Timur,1,300000,2018-10-01
2018-10-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Karya Bakti (GOR POPKI Cibubur),Cibubur,Ciracas,Kota Administrasi Jakarta Timur,0,0,2018-10-01
2018-10-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Gedung Veldrome Jl. Balap sepeda,Rawamangun,Pulogadung,Kota Administrasi Jakarta Timur,0,0,2018-10-01
2018-10-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Lodan Timur ( Taman Impian Jaya Ancol ) (Venue Bowling),Kelapa gading Timur,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-10-01
2018-10-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Lodan Timur No. 7 (Ecovention Hall Venue Table Tenis),Ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,2018-10-01
2018-10-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Yos Sudarso (Tanjung Priok Sport Hall),Kebon bawang,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,2018-10-01
2018-10-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,wisma Atlit Pademangan,Pademangan Timur,Pademangan,Kota Administrasi Jakarta Utara,0,0,2018-10-01
2018-10-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Boulevard Raya Blok K6C (Club Kelapa Gading),Kelapa gading timur,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-10-01
2018-10-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Pintu Satu Senayan (GBK),Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-10-01
2018-10-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Cempaka Putih Tengah No. 31,Cempaka Putih timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,2018-10-01
2018-10-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Benyamin Sueb,Gunung Sahari Utara,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,2018-10-01
2018-10-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. HBR Motik,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-10-01
2018-10-11,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kamal Raya,Tegal Alur,Kalideres,Kota Administrasi Jakarta Barat,0,0,2018-10-01
2018-10-11,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kampung Pekayon,Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-10-01
2018-10-11,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Balai Rakyat,Utan Kayu Selatan,Matraman,Kota Administrasi Jakarta Timur,0,0,2018-10-01
